Comparison_Segment_ID,Sensor_Sat,Sensor,Satellite,Section,Match_Key,Start_Date,End_Date,Start_Day_Label,End_Day_Label,Start_Abs_Day_365,End_Abs_Day_365,Duration_Days,Exact_Category,Dataset_Category,Selection_Flags,NNJA_Active,ERA5_Active,ERA_Interim_Active,NNJA_Codes,ERA5_Codes,ERA_Interim_Codes,ERA_Visible_Colors,NNJA_Source_Kinds,NNJA_Segment_IDs,ERA5_Segment_IDs,ERA_Interim_Segment_IDs,ERA_Extended_Post_2019,Beyond_ERA_Source_Edge,Derived_Replacement_Satellite,Replacement_From,Extension_Action,Validation_Basis,Validation_Source_URLs,ERA_Source_Right_Edge_Day_Label,ERA_Source_Right_Edge_Date_365,ERA_Interim_Period,NNJA_Source_Labels,ERA_Source_Labels,Calendar,Precision_Note
660,HIRS (NOAA 19),HIRS,NOAA 19,Multispectral infrared,HIRS|NOAA 19,2005-02-04,2005-02-04,2005-D035,2005-D035,9890,9890,1,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_marker,,,,vertical_marker,97,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 19,NOAA 19 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
661,HIRS (NOAA 19),HIRS,NOAA 19,Multispectral infrared,HIRS|NOAA 19,2009-03-11,2009-05-30,2009-D070,2009-D150,11385,11465,81,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thin,,,,horizontal,98,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 19,NOAA 19 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
662,HIRS (NOAA 19),HIRS,NOAA 19,Multispectral infrared,HIRS|NOAA 19,2009-05-31,2009-08-01,2009-D151,2009-D213,11466,11528,63,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thin,grey_thick,grey_thick,grey,horizontal,98,89,89,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 19,NOAA 19 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
663,HIRS (NOAA 19),HIRS,NOAA 19,Multispectral infrared,HIRS|NOAA 19,2009-08-02,2009-08-02,2009-D214,2009-D214,11529,11529,1,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick; blue_thin,grey_thick,grey_thick,grey,horizontal,98; 99,89,89,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 19,NOAA 19 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
664,HIRS (NOAA 19),HIRS,NOAA 19,Multispectral infrared,HIRS|NOAA 19,2009-08-03,2012-05-06,2009-D215,2012-D126,11530,12536,1007,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,99,89,89,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 19,NOAA 19 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
665,HIRS (NOAA 19),HIRS,NOAA 19,Multispectral infrared,HIRS|NOAA 19,2012-05-07,2012-05-20,2012-D127,2012-D140,12537,12550,14,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick; red_thick,grey; red,horizontal,99,89,87; 89,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 19,NOAA 19 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
666,HIRS (NOAA 19),HIRS,NOAA 19,Multispectral infrared,HIRS|NOAA 19,2012-05-21,2013-06-06,2012-D141,2013-D157,12551,12932,382,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,99,89,89,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 19,NOAA 19 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
667,HIRS (NOAA 19),HIRS,NOAA 19,Multispectral infrared,HIRS|NOAA 19,2013-06-07,2013-06-07,2013-D158,2013-D158,12933,12933,1,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick; red_thick,grey; red,horizontal,99,89,88; 89,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 19,NOAA 19 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
668,HIRS (NOAA 19),HIRS,NOAA 19,Multispectral infrared,HIRS|NOAA 19,2013-06-08,2013-08-10,2013-D159,2013-D222,12934,12997,64,"ERA-Interim, NNJA","ERA-Interim, NNJA","ERA-Interim; NNJA; ERA-Interim, NNJA",True,False,True,blue_thick,,red_thick,red,horizontal,99,,88,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 19,NOAA 19 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
669,HIRS (NOAA 19),HIRS,NOAA 19,Multispectral infrared,HIRS|NOAA 19,2013-08-11,2013-08-17,2013-D223,2013-D229,12998,13004,7,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,99,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 19,NOAA 19 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
670,HIRS (NOAA 19),HIRS,NOAA 19,Multispectral infrared,HIRS|NOAA 19,2013-08-18,2013-08-18,2013-D230,2013-D230,13005,13005,1,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick; blue_thick,,,,horizontal,100; 99,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 19,NOAA 19 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
671,HIRS (NOAA 19),HIRS,NOAA 19,Multispectral infrared,HIRS|NOAA 19,2013-08-19,2019-09-08,2013-D231,2019-D251,13006,15216,2211,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick,,,,horizontal,100,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 19,NOAA 19 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
672,HIRS (NOAA 19),HIRS,NOAA 19,Multispectral infrared,HIRS|NOAA 19,2019-09-09,2025-06-21,2019-D252,2025-D172,15217,17327,2111,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick,,,,horizontal,100,,,False,True,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 19,NOAA 19 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
673,HIRS (NOAA 6),HIRS,NOAA 6,Multispectral infrared,HIRS|NOAA 6,1979-05-23,1979-07-15,1979-D143,1979-D196,508,561,54,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,66,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 6,NOAA 6 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
674,HIRS (NOAA 6),HIRS,NOAA 6,Multispectral infrared,HIRS|NOAA 6,1979-07-16,1983-03-28,1979-D197,1983-D087,562,1912,1351,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,66,112,112,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 6,NOAA 6 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
675,HIRS (NOAA 6),HIRS,NOAA 6,Multispectral infrared,HIRS|NOAA 6,1983-03-29,1983-03-29,1983-D088,1983-D088,1913,1913,1,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick; blue_thin,grey_thick,grey_thick,grey,horizontal,66; 67,112,112,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 6,NOAA 6 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
676,HIRS (NOAA 6),HIRS,NOAA 6,Multispectral infrared,HIRS|NOAA 6,1983-03-30,1983-05-07,1983-D089,1983-D127,1914,1952,39,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thin,grey_thick,grey_thick,grey,horizontal,67,112,112,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 6,NOAA 6 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
677,HIRS (NOAA 6),HIRS,NOAA 6,Multispectral infrared,HIRS|NOAA 6,1983-05-08,1985-04-24,1983-D128,1985-D114,1953,2669,717,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thin,,,,horizontal,67,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 6,NOAA 6 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
678,HIRS (NOAA 7),HIRS,NOAA 7,Multispectral infrared,HIRS|NOAA 7,1981-06-18,1981-07-24,1981-D169,1981-D205,1264,1300,37,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,68,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 7,NOAA 7 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
679,HIRS (NOAA 7),HIRS,NOAA 7,Multispectral infrared,HIRS|NOAA 7,1981-07-25,1985-02-11,1981-D206,1985-D042,1301,2597,1297,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,68,111,111,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 7,NOAA 7 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
680,HIRS (NOAA 7),HIRS,NOAA 7,Multispectral infrared,HIRS|NOAA 7,1985-02-12,1985-02-16,1985-D043,1985-D047,2598,2602,5,"ERA5, ERA-Interim","ERA5, ERA-Interim",ERA5; ERA-Interim,False,True,True,,grey_thick,grey_thick,grey,,,111,111,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 7,NOAA 7 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
681,HIRS (NOAA 8),HIRS,NOAA 8,Multispectral infrared,HIRS|NOAA 8,1983-03-29,1983-05-06,1983-D088,1983-D126,1913,1951,39,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,69,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 8,NOAA 8 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
682,HIRS (NOAA 8),HIRS,NOAA 8,Multispectral infrared,HIRS|NOAA 8,1983-05-07,1983-05-31,1983-D127,1983-D151,1952,1976,25,"ERA-Interim, NNJA","ERA-Interim, NNJA","ERA-Interim; NNJA; ERA-Interim, NNJA",True,False,True,blue_thick,,red_thick,red,horizontal,69,,109,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 8,NOAA 8 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
683,HIRS (NOAA 8),HIRS,NOAA 8,Multispectral infrared,HIRS|NOAA 8,1983-06-01,1983-06-14,1983-D152,1983-D165,1977,1990,14,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick; red_thick,grey; red,horizontal,69,110,109; 110,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 8,NOAA 8 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
684,HIRS (NOAA 8),HIRS,NOAA 8,Multispectral infrared,HIRS|NOAA 8,1983-06-15,1984-06-19,1983-D166,1984-D170,1991,2360,370,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,69,110,110,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 8,NOAA 8 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
685,HIRS (NOAA 8),HIRS,NOAA 8,Multispectral infrared,HIRS|NOAA 8,1984-06-20,1984-07-10,1984-D171,1984-D191,2361,2381,21,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,69,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 8,NOAA 8 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
686,HIRS (NOAA 9),HIRS,NOAA 9,Multispectral infrared,HIRS|NOAA 9,1984-12-01,1985-01-08,1984-D335,1985-D008,2525,2563,39,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,70,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 9,NOAA 9 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
687,HIRS (NOAA 9),HIRS,NOAA 9,Multispectral infrared,HIRS|NOAA 9,1985-01-09,1988-11-12,1985-D009,1988-D316,2564,3966,1403,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,70,108,108,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 9,NOAA 9 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
688,HIRS (NOAA 9),HIRS,NOAA 9,Multispectral infrared,HIRS|NOAA 9,1988-11-13,1988-11-26,1988-D317,1988-D330,3967,3980,14,"ERA5, ERA-Interim","ERA5, ERA-Interim",ERA5; ERA-Interim,False,True,True,,grey_thick,grey_thick,grey,,,108,108,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs NOAA 9,NOAA 9 HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
689,HIRS (TIROS-N),HIRS,TIROS-N,Multispectral infrared,HIRS|TIROS-N,1978-11-24,1979-01-04,1978-D328,1979-D004,328,369,42,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,65,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs TIROS-N,TIROS-N HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
690,HIRS (TIROS-N),HIRS,TIROS-N,Multispectral infrared,HIRS|TIROS-N,1979-01-05,1979-03-22,1979-D005,1979-D081,370,446,77,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,65,115,115,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs TIROS-N,TIROS-N HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
691,HIRS (TIROS-N),HIRS,TIROS-N,Multispectral infrared,HIRS|TIROS-N,1979-03-23,1979-04-05,1979-D082,1979-D095,447,460,14,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick; red_thick,grey; red,horizontal,65,115,113; 115,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs TIROS-N,TIROS-N HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
692,HIRS (TIROS-N),HIRS,TIROS-N,Multispectral infrared,HIRS|TIROS-N,1979-04-06,1980-01-22,1979-D096,1980-D022,461,752,292,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,65,115,115,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs TIROS-N,TIROS-N HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
693,HIRS (TIROS-N),HIRS,TIROS-N,Multispectral infrared,HIRS|TIROS-N,1980-01-23,1980-01-30,1980-D023,1980-D030,753,760,8,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick; red_thick,grey; red,horizontal,65,115,114; 115,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs TIROS-N,TIROS-N HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
694,HIRS (TIROS-N),HIRS,TIROS-N,Multispectral infrared,HIRS|TIROS-N,1980-01-31,1980-02-17,1980-D031,1980-D048,761,778,18,"ERA5, ERA-Interim","ERA5, ERA-Interim",ERA5; ERA-Interim,False,True,True,,grey_thick,grey_thick; red_thick,grey; red,,,115,114; 115,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs TIROS-N,TIROS-N HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
695,HIRS (TIROS-N),HIRS,TIROS-N,Multispectral infrared,HIRS|TIROS-N,1980-02-18,1981-03-20,1980-D049,1981-D079,779,1174,396,"ERA5, ERA-Interim","ERA5, ERA-Interim",ERA5; ERA-Interim,False,True,True,,grey_thick,grey_thick,grey,,,115,115,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,hirs TIROS-N,TIROS-N HIRS Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
696,SSU (NOAA 11),SSU,NOAA 11,Multispectral infrared,SSU|NOAA 11,1988-10-06,1988-10-06,1988-D279,1988-D279,3929,3929,1,"ERA5, ERA-Interim","ERA5, ERA-Interim",ERA5; ERA-Interim,False,True,True,,grey_thick,grey_thick,grey,,,72,72,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssu NOAA 11,NOAA 11 SSU TOVS1B Rad,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
